Название,Категория,Кухня,Ценовой диапозон,Адрес,Режим работы,Телефон,Сайт,Фото,ID,lat,lon
Brugge tap room,Бельгийский гастро-паб,Европейская кухня ,Средний чек 1000 ₽,"Московская улица, 21","[' 12:00-24:00', '  12:00-24:00', '  12:00-24:00', '  12:00-24:00', '  12:00-02:00', '  12:00-02:00', '  12:00-24:00']",88332745300,,https://i8.photo.2gis.com/images/branch/0/30258560054755618_741f_300x300.jpg,70000001026555254,58.603828,49.676537
Bomarshe,Арт-кондитерская,,,"Преображенская улица, 29","[' 08:00-21:00', '  08:00-21:00', '  08:00-21:00', '  08:00-21:00', '  08:00-21:00', '  09:00-21:00', '  10:00-21:00']",88332412525,,https://i2.photo.2gis.com/images/branch/0/30258560096238051_a279_300x300.jpg,70000001057637527,58.60553,49.675189
Тот самый бар,Бары,,,"Профсоюзная улица, 44а","[' 11:00-23:00', '  11:00-24:00', '  11:00-24:00', '  11:00-24:00', '  11:00-02:00', '  11:00-02:00', '  11:00-24:00']",88332447552,http://вятичбар.рф,https://i1.photo.2gis.com/images/branch/0/30258560092955569_25cb_300x300.jpg,70000001048107322,58.615029,49.673881
Калейдоскоп,Игровое кафе,Японская кухня Русская кухня Европейская кухня ,Средний чек 500 ₽,"Красноармейская улица, 1а","[' 09:00-21:00', '  09:00-21:00', '  09:00-21:00', '  09:00-21:00', '  09:00-21:00', '  09:00-21:00', '  09:00-21:00']",88332227093,http://43play.ru,https://i6.photo.2gis.com/images/branch/0/30258560053312454_50d5_300x300.jpg,8163303606214472,58.593159,49.683153
Подкова,Кафе-шашлычная,Русская кухня ,Средний чек 1000 ₽,"Ульяновская улица, 39","[' 11:00-23:00', '  11:00-23:00', '  11:00-23:00', '  11:00-23:00', '  11:00-01:00', '  11:00-01:00', '  11:00-23:00']",88332440531,,https://i6.photo.2gis.com/images/branch/0/30258560062912863_3bc4_300x300.jpg,8163302605589397,58.586917,49.579388
Granat,Кафе,Азербайджанская кухня Европейская кухня ,Средний чек 1000 ₽,"Пристанская улица, 1а","[' 11:00-01:00', '  11:00-01:00', '  11:00-01:00', '  11:00-01:00', '  11:00-03:00', '  11:00-03:00', '  11:00-01:00']",89127341929,,https://i7.photo.2gis.com/images/branch/0/30258560073063710_903a_300x300.jpg,8163302605621935,58.60948,49.688655
16,Бильярдный клуб,Европейская кухня ,Средний чек 500 ₽,"улица Ленина, 198 к1","[' 12:00-02:00', '  12:00-02:00', '  12:00-02:00', '  12:00-02:00', '  12:00-04:00', '  12:00-04:00', '  12:00-02:00']",88332730155,,https://i9.photo.2gis.com/images/branch/0/30258560100590299_58db_300x300.jpg,70000001019679196,58.565994,49.686612
12 стульев,Кафе,Русская кухня Европейская кухня ,Средний чек 650 ₽,"улица Сурикова, 19","[' 09:00-22:00', '  09:00-22:00', '  09:00-22:00', '  09:00-22:00', '  09:00-24:00', '  12:00-24:00', '  12:00-22:00']",88332631933,,https://i3.photo.2gis.com/images/branch/0/30258560058866990_12ae_300x300.jpg,8163302605586452,58.588073,49.635585
Вятич Спорт,Бар,Русская кухня ,Средний чек 200 ₽,"улица Труда, 74","[' 10:00-24:00', '  10:00-24:00', '  10:00-24:00', '  10:00-24:00', '  10:00-24:00', '  10:00-24:00', '  10:00-24:00']",88332440951,http://вятичбар.рф,https://i1.photo.2gis.com/images/branch/58/8162774360677822_36b2_300x300.jpg,70000001007531275,58.608017,49.658813
ABC,Коктейльный бар,Европейская кухня ,Средний чек 300 ₽,"Пятницкая улица, 56","[' 11:00-16:00', '  11:00-16:00', '  11:00-16:00, 19:00-02:00', '  11:00-16:00, 19:00-02:00', '  11:00-16:00, 19:00-04:00', '  19:00-04:00', '  19:00-02:00']",88332796196 (служба бронирования),,https://i8.photo.2gis.com/images/branch/0/30258560100171628_a7e8_300x300.jpg,70000001053194759,58.606556,49.666137
Govinda`s,Вегетарианское кафе,Восточная кухня Индийская кухня Вегетарианская кухня ,Средний чек 300 ₽,"Спасская улица, 12","[' 11:00-20:00', '  11:00-20:00', '  11:00-20:00', '  11:00-20:00', '  11:00-20:00', '  11:00-20:00', '  11:00-20:00']",88332759656,,https://i1.photo.2gis.com/images/branch/0/30258560089330159_a25f_300x300.jpg,70000001021128849,58.601988,49.679101
Krn,Бар,,Средний чек 1000 ₽,"улица Романа Ердякова, 50 ст1","[' 12:00-01:00', '  12:00-01:00', '  12:00-01:00', '  12:00-01:00', '  12:00-03:00', '  12:00-03:00', '  12:00-01:00']",88332422477,,https://i2.photo.2gis.com/images/branch/0/30258560083516336_daf9_300x300.jpg,70000001040629971,58.617438,49.633794
Армянский дворик,Кафе,Кавказская кухня Армянская кухня Русская кухня ,Средний чек 160 ₽,"улица Щорса, 79","['Вт: 09:00-20:00', ' Ср: 09:00-20:00', ' Чт: 09:00-20:00', ' Пт: 09:00-20:00', ' Сб: 09:00-20:00', ' Вс: 09:00-20:00', 'Сегодня не работает (уточните время на сайте)']",89583969696,,https://i3.photo.2gis.com/images/branch/0/30258560097299651_5ecc_300x300.jpg,70000001030306111,58.577911,49.605064
Шоколадница,Кофейня,,Средний чек 400 ₽,"Спасская улица, 18а","[' 09:00-21:00', '  09:00-21:00', '  09:00-21:00', '  09:00-21:00', '  09:00-21:00', '  09:00-21:00', '  09:00-21:00']",88332253555 (многоканальный),http://shoko.ru,https://i8.photo.2gis.com/images/branch/0/30258560091189271_a2bd_300x300.jpg,70000001026030804,58.60193,49.67434
Вятич Спорт,Бар,Кавказская кухня Русская кухня Европейская кухня ,Средний чек 250 ₽,"улица Воровского, 117","[' 10:00-24:00', '  10:00-24:00', '  10:00-24:00', '  10:00-24:00', '  10:00-24:00', '  10:00-24:00', '  10:00-24:00']",88332430258,http://вятичбар.рф,https://i8.photo.2gis.com/images/branch/58/8162774355690468_b481_300x300.jpg,70000001021801153,58.597401,49.614273
Rush,Кибер-бар,,Средний чек 400 ₽,"Казанская улица, 75а","[' 11:30-23:00', '  11:30-23:00', '  11:30-23:00', '  11:30-23:00', '  11:30-23:00', '  11:30-23:00', '  11:30-23:00']",88332442525,http://mssg.me/rush_cyber_bar,https://i0.photo.2gis.com/images/branch/0/30258560094846879_1548_300x300.jpg,70000001063798446,58.604853,49.683998
Вятич Спорт,Бар,Русская кухня ,Средний чек 210 ₽,"Уральская улица, 14","[' 10:00-24:00', '  10:00-24:00', '  10:00-24:00', '  10:00-24:00', '  10:00-24:00', '  10:00-24:00', '  10:00-24:00']",88332411160,http://вятичбар.рф,https://i5.photo.2gis.com/images/branch/58/8162774362947428_78bd_300x300.jpg,8163303606070644,58.632685,49.625777
Rainero,Кафе-пиццерия,Итальянская кухня ,Средний чек 800 ₽,"Московская улица, 24","[' 10:00-22:00', '  10:00-22:00', '  10:00-22:00', '  10:00-22:00', '  10:00-22:00', '  10:00-22:00', '  10:00-22:00']",89229775775,http://pizzeria-rainero.ru,https://i7.photo.2gis.com/images/branch/0/30258560062668851_55bd_300x300.jpg,70000001036010406,58.603591,49.674508
Пузата Хата,Кафе-столовая,,Средний чек 1200 ₽,"улица Блюхера, 12","[' 07:30-23:00', '  07:30-23:00', '  07:30-23:00', '  07:30-23:00', '  07:30-23:00', '  07:30-23:00', '  07:30-23:00']",89123762325,,https://i1.photo.2gis.com/images/branch/0/30258560078723696_d2ea_300x300.jpg,70000001046430044,58.584265,49.68363
Наша Дача 2,Кафе-караоке,Русская кухня ,Средний чек 800 ₽,"улица Луначарского, 3","[' 12:00-21:00', '  12:00-21:00', '  12:00-01:00', '  12:00-01:00', '  12:00-03:00', '  12:00-03:00', '  12:00-01:00']",88332448778,,https://i2.photo.2gis.com/images/branch/0/30258560053731329_c517_300x300.jpg,70000001042939736,58.614374,49.696429
Тот самый бар,Бары,,,"улица Щорса, 39а","[' 11:00-24:00', '  11:00-24:00', '  11:00-24:00', '  11:00-24:00', '  11:00-01:00', '  11:00-01:00', '  11:00-24:00']",88332440852,http://вятичбар.рф,https://i0.photo.2gis.com/images/branch/0/30258560092285732_2878_300x300.jpg,70000001046181566,58.577914,49.626624
Пиросмани,Кафе грузинской кухни,Грузинская кухня ,Средний чек 1000 ₽,"улица Свободы, 155","[' 11:00-23:00', '  11:00-23:00', '  11:00-23:00', '  11:00-23:00', '  11:00-23:00', '  11:00-23:00', '  11:00-23:00']",88332464443,,https://i6.photo.2gis.com/images/branch/0/30258560051935867_dd7d_300x300.jpg,70000001044670837,58.583527,49.678945
Фабрика кухня,Кафе,Европейская кухня ,Средний чек 500 ₽,"улица Ленина, 198 к2","[' 11:00-23:00', '  11:00-23:00', '  11:00-23:00', '  11:00-23:00', '  11:00-23:00', '  11:00-23:00', '  11:00-23:00']",88332411112 (бронирование столиков),,https://i4.photo.2gis.com/images/branch/0/30258560089056801_4705_300x300.jpg,70000001045015876,58.56466,49.686365
Армянский дворик,Кафе,Кавказская кухня Армянская кухня Русская кухня ,Средний чек 150 ₽,"улица Екатерины Кочкиной, 3Б","[' 12:00-20:00', ' Ср: 09:00-20:00', ' Чт: 09:00-20:00', ' Пт: 09:00-20:00', ' Сб: 09:00-20:00', ' Вс: 09:00-20:00', 'Сегодня не работает (уточните время на сайте)']",89583969696,,https://i1.photo.2gis.com/images/branch/0/30258560080074291_fdfa_300x300.jpg,70000001050907809,58.596097,49.601005
Пять вечеров,Кафе,Итальянская кухня Русская кухня Европейская кухня ,Средний чек 700 ₽,"улица Горбачёва, 62","[' 11:30-23:00', '  11:30-23:00', '  11:30-23:00', '  11:30-23:00', '  11:30-24:00', '  12:00-24:00', '  12:00-23:00']",88332410537,,https://i3.photo.2gis.com/images/branch/58/8162774359807816_9909_300x300.jpg,70000001020410070,58.596163,49.669364
Книжный клуб 12,Кофейня,,Средний чек 380 ₽,"Преображенская улица, 15","[' 08:00-23:00', '  08:00-23:00', '  08:00-23:00', '  08:00-23:00', '  08:00-23:00', '  08:00-23:00', '  08:00-23:00']",88332221212,https://twitter.com/dvenadzach,https://i1.photo.2gis.com/images/branch/58/8162774370264055_7591_300x300.jpg,8163302605626673,58.605576,49.679137
Данар-Мангал,Кафе,Японская кухня ,Средний чек 400 ₽,"улица Щорса, 62/5","[' 09:00-23:00', '  09:00-23:00', '  09:00-23:00', '  09:00-23:00', '  09:00-23:00', '  09:00-23:00', '  09:00-23:00']",88332535353,http://danar.ru,https://i4.photo.2gis.com/images/branch/0/30258560094998431_d7cd_300x300.jpg,70000001047214473,58.577263,49.604688
Уют-Компания,Кафе,Русская кухня ,Средний чек 150 ₽,"Московская улица, 112","[' 11:45-15:00', '  11:45-15:00', '  11:45-15:00', '  11:45-15:00', '  11:45-15:00', 'Сегодня не работает (уточните время на сайте)', 'Сегодня не работает (уточните время на сайте)']",88332568028,http://кафеуют.рф,https://i8.photo.2gis.com/images/branch/0/30258560053604831_5fb6_300x300.jpg,8163302605592928,58.601313,49.621462
Метелица,Кафе,Русская кухня Европейская кухня ,Средний чек 200 ₽,"улица Менделеева, 12","[' 08:00-18:00', '  08:00-18:00', '  08:00-18:00', '  08:00-18:00', '  08:00-18:00', '  08:00-17:00', '  08:00-17:00']",88332523874 (склад),,https://i5.photo.2gis.com/images/branch/0/30258560075997138_a1de_300x300.jpg,8163302605590516,58.605914,49.603624
Ах-Тамара,Кафе,Армянская кухня Русская кухня Европейская кухня ,Средний чек 300 ₽,"улица Володарского, 168","['Вт: 11:00-22:00', ' Ср: 11:00-22:00', ' Чт: 11:00-22:00', ' Пт: 11:00-22:00', ' Сб: 11:00-22:00', ' Вс: 11:00-22:00', 'Сегодня не работает (уточните время на сайте)']",88332775464,,https://i0.photo.2gis.com/images/branch/58/8162774355791122_d3f9_300x300.jpg,8163302605587400,58.587983,49.673978
Вятич Спорт,Бар,Русская кухня ,Средний чек 200 ₽,"проспект Строителей, 17","[' 10:00-23:00', '  10:00-23:00', '  10:00-23:00', '  10:00-23:00', '  10:00-23:00', '  10:00-23:00', '  10:00-23:00']",88332440938,http://вятичбар.рф,https://i6.photo.2gis.com/images/branch/0/30258560069407550_22f5_300x300.jpg,8163302605619449,58.595578,49.589972
Бильярд-Холл,Бильярдные залы,,Средний чек 250 ₽,"улица Горького, 5а","[' 12:00-02:00', '  12:00-02:00', '  12:00-02:00', '  12:00-02:00', '  12:00-02:00', '  12:00-02:00', '  12:00-02:00']",88332268888,,https://i5.photo.2gis.com/images/branch/0/30258560089418444_e9b4_300x300.jpg,8163302605734130,58.598956,49.647596
Голос,Клуб,Европейская кухня ,Средний чек 500 ₽,"Украинская улица, 18","[' 18:00-06:00', '  18:00-06:00', '  18:00-06:00', '  18:00-06:00', '  18:00-06:00', '  18:00-06:00', '  18:00-06:00']",88332267667,,https://i7.photo.2gis.com/images/branch/0/30258560088132497_02db_300x300.jpg,8163303605998493,58.570077,49.651879
АвтоПорт,Кафе,Кавказская кухня Русская кухня ,Средний чек 300 ₽,"трасса Киров-Котельнич, 2а","[' 07:00-22:00', '  07:00-22:00', '  07:00-22:00', '  07:00-22:00', '  07:00-22:00', '  07:00-22:00', '  07:00-22:00']",88332440606,http://cafe.motor92.ru,https://i9.photo.2gis.com/images/branch/58/8162774359110880_7a16_300x300.jpg,8163302605586893,58.681987,49.641601
Кабинет Чарушин,Бары,Европейская кухня ,Средний чек 500 ₽,"улица Ленина, 80","[' 07:00-24:00', '  07:00-24:00', '  07:00-24:00', '  07:00-24:00', '  07:00-24:00', '  07:00-24:00', '  07:00-24:00']",88332651930,http://restoran-rossia.ru,https://i9.photo.2gis.com/images/branch/0/30258560056699976_66b7_300x300.jpg,8163302605586644,58.603994,49.682313
Сушилка,Удобные кафе,Итальянская кухня Японская кухня ,Средний чек 500 ₽,"Советская улица, 28а","[' 10:00-23:00', '  10:00-23:00', '  10:00-23:00', '  10:00-23:00', '  10:00-23:00', '  10:00-23:00', '  10:00-23:00']",88332440026 (кафе),http://sushi-pizzi.ru/?utm_source=2gis&utm_medium=link,https://i5.photo.2gis.com/images/branch/0/30258560077739205_cb85_300x300.jpg,8163303605979971,58.508951,49.702652
Dерzкий енот,Бар,Восточная кухня Кавказская кухня Американская кухня ,Средний чек 700 ₽,"улица Ломоносова, 25","['Пт: 21:00-06:00', ' Сб: 21:00-06:00', 'Сегодня не работает (уточните время на сайте)', 'Сегодня не работает (уточните время на сайте)', 'Сегодня не работает (уточните время на сайте)', 'Сегодня не работает (уточните время на сайте)', 'Сегодня не работает (уточните время на сайте)']",88332250425,,https://i4.photo.2gis.com/images/branch/58/8162774352827808_1a26_300x300.jpg,70000001020135059,58.608109,49.609624
Кавказская кухня,Кафе,Кавказская кухня ,Средний чек 400 ₽,"улица Воровского, 107в","[' 11:00-01:00', '  11:00-01:00', '  11:00-01:00', '  11:00-01:00', '  11:00-03:00', '  11:00-03:00', '  11:00-01:00']",88332261726,,https://i4.photo.2gis.com/images/branch/0/30258560101264404_e741_300x300.jpg,70000001065532520,58.593758,49.628671
SHAU,Кафе,Авторская кухня ,Средний чек 405 ₽,"улица Ленина, 184/1","[' 10:00-22:00', '  10:00-22:00', '  10:00-22:00', '  10:00-22:00', '  10:00-22:00', '  10:00-22:00', '  10:00-22:00']",88332711744,http://шау.рф,https://i9.photo.2gis.com/images/branch/0/30258560088466451_3a02_300x300.jpg,70000001055223212,58.57297,49.687526
Кавказская пленница,Кафе,Кавказская кухня Русская кухня Европейская кухня ,Средний чек 1000 ₽,"Боровая улица, 35","[' 10:00-22:00', '  10:00-22:00', '  10:00-22:00', '  10:00-22:00', '  10:00-24:00', '  10:00-24:00', '  10:00-22:00']",89128272001,,https://i2.photo.2gis.com/images/branch/0/30258560083528406_3602_300x300.jpg,70000001035301101,58.664368,49.778775
Bar FUF,Бары,,Средний чек 1000 ₽,"Казанская улица, 66","[' 12:00-24:00', '  12:00-24:00', '  12:00-24:00', '  12:00-24:00', '  12:00-02:00', '  12:00-02:00', '  12:00-24:00']",89536886975,,https://i3.photo.2gis.com/images/branch/0/30258560079493313_ef64_300x300.jpg,70000001044674270,58.597928,49.684935
7 Холмов,Кафе,Русская кухня Европейская кухня ,Средний чек 300 ₽,"улица Молодой Гвардии, 84г","[' 07:30-21:00', '  07:30-21:00', '  07:30-21:00', '  07:30-21:00', '  07:30-21:00', '  07:30-21:00', '  07:30-21:00']",88332547166,,https://i5.photo.2gis.com/images/branch/58/8162774371825531_434d_300x300.jpg,70000001017524141,58.597187,49.651811
Status,Караоке-клуб,Русская кухня Европейская кухня ,Средний чек 1000 ₽,"Красноармейская улица, 18а","['Вт: 18:00-07:00', ' Ср: 18:00-07:00', ' Чт: 18:00-07:00', ' Пт: 17:00-07:00', ' Сб: 17:00-07:00', ' Вс: 18:00-07:00', 'Сегодня не работает (уточните время на сайте)']",88332746414,,https://i0.photo.2gis.com/images/branch/0/30258560080410402_4ceb_300x300.jpg,70000001039857755,58.591576,49.678595
Кафе кавказской кухни,Кафе,Кавказская кухня ,Средний чек 500 ₽,"улица Молодой Гвардии, 42в","[' 11:00-23:00', '  11:00-23:00', '  11:00-23:00', '  11:00-23:00', '  11:00-23:00', '  11:00-23:00', '  11:00-23:00']",88332261926,,https://i8.photo.2gis.com/images/branch/0/30258560092859775_33dc_300x300.jpg,70000001052808349,58.598075,49.670455
Комфорт,Кафе-столовая,,Средний чек 500 ₽,"улица Горького, 1/1","[' 10:00-18:00', '  10:00-18:00', '  10:00-18:00', '  10:00-18:00', '  10:00-18:00', '  10:00-16:00', 'Сегодня не работает (уточните время на сайте)']",88332646617,,https://i7.photo.2gis.com/images/branch/0/30258560091845011_40a6_300x300.jpg,8163302605589906,58.602053,49.649609
Coffee Like,Кофе-бар,,Средний чек 220 ₽,"Октябрьский проспект, 117","[' 08:00-21:00', '  08:00-21:00', '  08:00-21:00', '  08:00-21:00', '  08:00-21:00', '  09:00-21:00', '  09:00-21:00']",88003334130,http://coffee-like.com/?utm_source=pinbox&utm_medium=cpc&utm_campaign=geo#кофе,https://i7.photo.2gis.com/images/branch/0/30258560089848676_0738_300x300.jpg,70000001037281517,58.604365,49.656841
Кочегарка,Бар,Европейская кухня ,Средний чек 250 ₽,"Советская улица, 11г/1","[' 11:00-23:00', '  11:00-23:00', '  11:00-23:00', '  11:00-23:00', '  11:00-02:00', '  11:00-02:00', '  11:00-02:00']",88332219988,,https://i2.photo.2gis.com/images/branch/58/8162774359270716_ac78_300x300.jpg,70000001007265479,58.514083,49.68938
SHAU,Кафе,Авторская кухня ,Средний чек 220 ₽,"улица Романа Ердякова, 25","[' 10:00-22:00', '  10:00-22:00', '  10:00-22:00', '  10:00-22:00', '  10:00-23:00', '  10:00-23:00', '  10:00-22:00']",88332711744,http://шау.рф,https://i1.photo.2gis.com/images/branch/0/30258560056998586_1fa6_300x300.jpg,70000001037233431,58.617069,49.633327
Блин Да Мёд,Кафе,Русская кухня ,Средний чек 150 ₽,"Краснополянская улица, 12","[' 09:00-19:00', '  09:00-19:00', '  09:00-19:00', '  09:00-19:00', '  09:00-19:00', '  10:00-18:00', '  10:00-18:00']",88332266132,,https://i8.photo.2gis.com/images/branch/0/30258560090995448_1e9b_300x300.jpg,70000001034629485,58.601155,49.571669
Бутик вкусной еды,Кафе,Итальянская кухня Русская кухня Европейская кухня ,Средний чек 300 ₽,"Краснополянская улица, 6","[' 10:00-22:00', '  10:00-22:00', '  10:00-22:00', '  10:00-22:00', '  10:00-22:00', '  10:00-22:00', '  10:00-22:00']",89828140260,http://butik43.ru,https://i7.photo.2gis.com/images/branch/0/30258560074457784_758b_300x300.jpg,70000001054557345,58.601492,49.574512
Дубровский,Кафе,,,"Боровицкая улица, 36Б","[' 10:00-18:00', '  10:00-18:00', '  10:00-18:00', '  10:00-18:00', '  10:00-18:00', '  10:00-20:00', '  10:00-20:00']",88332732508,http://parkdubrovsky.ru,https://i0.photo.2gis.com/images/branch/0/30258560091681681_1a4e_300x300.jpg,8163302605627041,58.607564,49.812628
Дача,Кафе-шашлычная,Кавказская кухня Русская кухня ,Средний чек 500 ₽,"трасса Гнусино-Шихово, 41","[' 09:00-23:00', '  09:00-23:00', '  09:00-23:00', '  09:00-23:00', '  09:00-23:00', '  09:00-23:00', '  09:00-23:00']",88332446346,,https://i5.photo.2gis.com/images/branch/0/30258560083397241_3e18_300x300.jpg,70000001017481170,58.656076,49.786862
Охотник,Кафе,,Средний чек 300 ₽,"Октябрьский проспект, 89","[' 00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00']",88332362650,,https://i0.photo.2gis.com/images/branch/58/8162774369998342_4440_300x300.jpg,8163302605591190,58.61587,49.655534
Зефир,Кондитерская,,,"Пролетарская улица, 14","[' 11:00-19:00', '  11:00-19:00', '  11:00-19:00', '  11:00-19:00', '  11:00-19:00', '  10:00-17:00', '  10:00-17:00']",89127270008,,https://i0.photo.2gis.com/images/branch/0/30258560096250579_7a79_300x300.jpg,70000001054901910,58.589263,49.684989
Чизкеечная,Кондитерские изделия,,Средний чек 200 ₽,"улица Воровского, 55","[' 10:00-21:00', '  10:00-21:00', '  10:00-21:00', '  10:00-21:00', '  10:00-21:00', '  10:00-21:00', '  10:00-21:00']",88332754246,,https://i2.photo.2gis.com/images/branch/0/30258560089491963_60c1_300x300.jpg,70000001038348269,58.594052,49.665083
Basilic,Кафе,,,"Пролетарская улица, 24","[' 10:00-23:00', '  10:00-23:00', '  10:00-23:00', '  10:00-23:00', '  10:00-23:00', '  10:00-23:00', '  10:00-23:00']",89642565473,,https://i4.photo.2gis.com/images/branch/0/30258560095531240_a2fe_300x300.jpg,70000001066419300,58.589249,49.67465
Барон Чайхаузен,Кофейня-магазин,,Средний чек 350 ₽,"улица Карла Маркса, 62","[' 08:00-20:00', '  08:00-20:00', '  08:00-20:00', '  08:00-20:00', '  08:00-20:00', '  09:00-20:00', '  09:00-20:00']",88332474035,,https://i3.photo.2gis.com/images/branch/0/30258560090270194_306c_300x300.jpg,70000001022038469,58.604505,49.669413
Чизкеечная,Кондитерские изделия,,Средний чек 250 ₽,"улица Розы Люксембург, 17а","[' 10:00-21:00', '  10:00-21:00', '  10:00-21:00', '  10:00-21:00', '  10:00-21:00', '  10:00-21:00', '  10:00-21:00']",88332754246,,https://i0.photo.2gis.com/images/branch/0/30258560062187067_31dd_300x300.jpg,70000001048390095,58.612053,49.67911
Р7,Кафе,,Средний чек 400 ₽,"улица Горького, 40","[' 09:00-23:00', '  09:00-23:00', '  09:00-23:00', '  09:00-23:00', '  09:00-23:00', '  09:00-23:00', '  09:00-23:00']",89123632628,,https://i2.photo.2gis.com/images/branch/0/30258560088540145_6db6_300x300.jpg,70000001039195734,58.585487,49.651698
Зерно,Пекарня,,Средний чек 250 ₽,"улица Карла Маркса, 80","[' 08:00-20:00', '  08:00-20:00', '  08:00-20:00', '  08:00-20:00', '  08:00-20:00', '  09:00-20:00', '  09:00-20:00']",88332480148,,https://i5.photo.2gis.com/images/branch/0/30258560071186882_df21_300x300.jpg,70000001019410617,58.600682,49.668539
Пельмени,Кафе,Русская кухня ,Средний чек 120 ₽,"Преображенская улица, 9","[' 08:30-20:30', '  08:30-20:30', '  08:30-20:30', '  08:30-20:30', '  08:30-20:30', '  08:30-20:30', '  08:30-19:30']",89586671899,,https://i3.photo.2gis.com/images/branch/0/30258560087691822_8b81_300x300.jpg,70000001035046705,58.605612,49.681267
Пельмени,Кафе,Русская кухня ,Средний чек 100 ₽,"улица Карла Маркса, 79а","[' 10:00-20:00', '  10:00-20:00', '  10:00-20:00', '  10:00-20:00', '  10:00-20:00', '  10:00-20:00', '  10:00-20:00']",88332643791,,https://i0.photo.2gis.com/images/branch/0/30258560058415083_9194_300x300.jpg,8163302605592905,58.599146,49.667764
Трактиръ Колесо,Рестораны,Русская кухня Европейская кухня ,Средний чек 900 ₽,"улица Сурикова, 19","[' 11:30-23:00', '  11:30-23:00', '  11:30-23:00', '  11:30-23:00', '  11:30-01:00', '  12:00-01:00', '  12:00-23:00']",88332760533,http://m-kyhnia.ru/koleso/surikova/,https://i7.photo.2gis.com/images/branch/0/30258560088332285_f397_300x300.jpg,8163302605677640,58.58771,49.635932
Frakcia,Кофейня,,,"улица Ленина, 86","[' 08:00-22:00', '  08:00-22:00', '  08:00-22:00', '  08:00-22:00', '  08:00-22:00', '  10:00-22:00', '  10:00-22:00']",,,https://i2.photo.2gis.com/images/branch/0/30258560101380837_b677_300x300.jpg,70000001056293257,58.601632,49.681431
Спартак,Кафе,Русская кухня ,,"Московская улица, 104в","[' 10:00-15:00', '  10:00-15:00', '  10:00-15:00', '  10:00-15:00', '  10:00-15:00', 'Сегодня не работает (уточните время на сайте)', 'Сегодня не работает (уточните время на сайте)']",88332524343,,https://i3.photo.2gis.com/images/branch/0/30258560057552639_131c_300x300.jpg,70000001027461179,58.5967,49.627454
Люди Говорят,Кофейня,,,"Солнечная улица, 25Б","[' 08:00-21:00', '  08:00-21:00', '  08:00-21:00', '  08:00-21:00', '  08:00-21:00', '  08:00-21:00', '  09:00-21:00']",89172883059,,https://i9.photo.2gis.com/images/branch/0/30258560084086729_3d4a_300x300.jpg,70000001058980489,58.59051,49.603409
Тортуга,Бар,,Средний чек 80 ₽,"Приозёрная улица, 18","[' 12:00-22:00', '  12:00-22:00', '  12:00-22:00', '  12:00-22:00', '  12:00-22:00', '  11:00-01:00', '  11:00-01:00']",89635505579,,https://i8.photo.2gis.com/images/branch/58/8162774371760374_d49b_300x300.jpg,70000001024949366,58.57808,49.695433
Trawa,Кофейня-кондитерская полезных десертов,,Средний чек 250 ₽,"улица Ленина, 107","[' 10:00-21:00', '  10:00-21:00', '  10:00-21:00', '  10:00-21:00', '  10:00-21:00', '  10:00-21:00', '  10:00-21:00']",89536706329,,https://i9.photo.2gis.com/images/branch/0/30258560088385772_73ae_300x300.jpg,70000001054085392,58.59287,49.681452
Куркума,Ресторан-чайхана,Узбекская кухня Восточная кухня Турецкая кухня Еврейская кухня ,Средний чек 600 ₽,"Спасская улица, 67","[' 11:00-23:00', '  11:00-23:00', '  11:00-23:00', '  11:00-23:00', '  11:00-01:00', '  11:00-01:00', '  11:00-23:00']",88332470220,,https://i1.photo.2gis.com/images/branch/0/30258560097330734_6400_300x300.jpg,70000001039265199,58.60185,49.660061
Огонь да мясо,Бар,,,"улица Челюскинцев, 7","[' 00:00-24:00', 'Сегодня не работает (уточните время на сайте)', 'Сегодня не работает (уточните время на сайте)', 'Сегодня не работает (уточните время на сайте)', 'Сегодня не работает (уточните время на сайте)', 'Сегодня не работает (уточните время на сайте)', 'Сегодня не работает (уточните время на сайте)']",,,https://i0.photo.2gis.com/images/branch/0/30258560056274721_7824_300x300.jpg,70000001047965030,58.578097,49.640043
Царское Село,Ресторация русской кухни,Русская кухня Европейская кухня ,Средний чек 1500 ₽,"улица Герцена, 78","[' 08:30-23:00', '  08:30-23:00', '  08:30-23:00', '  08:30-23:00', '  08:30-24:00', '  12:00-24:00', '  12:00-23:00']",88332405343,http://m-kyhnia.ru/tsarskoe-selo/,https://i7.photo.2gis.com/images/branch/0/30258560097012176_812d_300x300.jpg,8163302605593109,58.599747,49.656206
Минутка,Кафе-пельменная,,Средний чек 150 ₽,"улица Андрея Упита, 11","[' 06:00-23:00', '  06:00-23:00', '  06:00-23:00', '  06:00-23:00', '  06:00-23:00', '  06:00-23:00', '  06:00-23:00']",89823812632,,https://i6.photo.2gis.com/images/branch/0/30258560066173895_38c4_300x300.jpg,70000001049963791,58.60474,49.590321
Шоколадница,Кофейня,,Средний чек 550 ₽,"Луганская улица, 53/2","[' 10:00-21:00', '  10:00-21:00', '  10:00-21:00', '  10:00-21:00', '  10:00-21:00', '  10:00-21:00', '  10:00-21:00']",88332253555 (многоканальный),http://shoko.ru,https://i3.photo.2gis.com/images/branch/0/30258560087603869_6227_300x300.jpg,70000001048788111,58.617038,49.595777
