Название,Категория,Кухня,Ценовой диапозон,Адрес,Режим работы,Телефон,Сайт,Фото,ID,lat,lon
"Самое Популярное Кафе, СПК Восток",Кафе,"Итальянская кухня, Узбекская кухня, Японская кухня, Мексиканская кухня, Русская кухня, Европейская кухня, Домашняя кухня, Американская кухня, ",Средний чек 700 ₽,"улица Свободы, 11","['12:00-03:00', '12:00-03:00', '12:00-03:00', '12:00-03:00', '12:00-06:00', '12:00-06:00', '12:00-03:00']",8 (800) 700-00-25,http://spkcafe.ru/,https://i1.photo.2gis.com/main/branch/58/8163302605592639/common,8163302605592639,58.61466,49.675502
"Panorama, лаундж-бар",Бары,"Итальянская кухня, Европейская кухня, Американская кухня, ",Средний чек 1000 ₽,"Профсоюзная улица, 1","['12:00-01:00', '12:00-01:00', '12:00-01:00', '12:00-01:00', '12:00-01:00', '12:00-01:00', '12:00-01:00']",+7 (8332) 33-20-20,http://panoramakirov.ru/,https://i0.photo.2gis.com/main/branch/58/70000001024629110/common,70000001024629110,58.615846,49.684314
"Руки ВВерх!, бар",Бары,,,"улица Карла Маркса, 99","['18:00-06:00', '18:00-06:00', '18:00-06:00', '18:00-06:00', '18:00-06:00', '18:00-06:00', '18:00-06:00']",+7 (8332) 21-15-99,http://www.rvbar.ru/,https://i4.photo.2gis.com/main/branch/58/70000001041847810/common,70000001041847810,58.59501,49.66808
"Почта Крафт, бар",Бары,"Европейская кухня, ",Средний чек 600 ₽,"Преображенская улица, 35","['15:00-01:00', '15:00-01:00', '15:00-01:00', '15:00-01:00', '15:00-03:00', '12:00-03:00', '12:00-01:00']",+7 (961) 565-05-79,http://bladbaher.ru/pochta-kraft,https://i5.photo.2gis.com/main/branch/58/70000001021137051/common,70000001021137051,58.605493,49.673026
"Альфа, ресторан",Рестораны,"Итальянская кухня, Японская кухня, Европейская кухня, ",Средний чек 400 ₽,"Московская улица, 129а","['07:00-23:00', '07:00-23:00', '07:00-23:00', '07:00-23:00', '07:00-23:00', '07:00-23:00', '07:00-23:00']",+7 (8332) 25-20-20,http://alphakirov.ru/,https://i7.photo.2gis.com/main/branch/58/70000001017333166/common,70000001017333166,58.603177,49.622848
БарЭль,Бары,"Мексиканская кухня, Европейская кухня, Американская кухня, ",Средний чек 300 ₽,"Московская улица, 52/2","['15:00-02:00', '15:00-02:00', '15:00-02:00', '15:00-02:00', '15:00-02:00', '15:00-02:00', '15:00-02:00']",+7 (8332) 44-85-79,http://vyatichbar.ru/,https://i3.photo.2gis.com/main/branch/58/70000001022184436/common,70000001022184436,58.603326,49.659929
"Davinci, кафе-бар",Бары,"Итальянская кухня, Азиатская кухня, Европейская кухня, ",Средний чек 1500 ₽,"улица Воровского, 21","['11:30-24:00', '11:30-24:00', '11:30-24:00', '11:30-24:00', '11:30-01:00', '11:30-01:00', '11:30-24:00']",+7 (8332) 77-07-87,,https://i7.photo.2gis.com/main/branch/58/70000001045492228/common,70000001045492228,58.594101,49.674516
"Jackie Brown, пивной паб",Бары,"Русская кухня, Европейская кухня, Американская кухня, ",Средний чек 1000 ₽,"улица Карла Маркса, 101","['11:00-03:00', '11:00-03:00', '11:00-03:00', '11:00-03:00', '11:00-03:00', '15:00-03:00', '15:00-03:00']",+7 (8332) 46-25-33,,https://i5.photo.2gis.com/main/branch/58/8163303606097679/common,8163303606097679,58.59456,49.667428
Aroma Rooms Bar,Бары,,Средний чек 800 ₽,"Октябрьский проспект, 92","['12:00-01:00', '12:00-01:00', '12:00-01:00', '12:00-01:00', '12:00-02:00', '12:00-02:00', '12:00-01:00']",+7 (8332) 44-41-70,,https://i4.photo.2gis.com/main/branch/58/70000001019008366/common,70000001019008366,58.592538,49.658682
"Oblako, лаундж-бар",Бары,,,"улица Ленина, 89","['13:00-01:00', '13:00-01:00', '13:00-01:00', '13:00-01:00', '13:00-03:00', '13:00-03:00', '13:00-01:00']",+7 (922) 662-63-33,,https://i5.photo.2gis.com/main/branch/58/70000001062791801/common,70000001062791801,58.597498,49.681166
"Самое Популярное Кафе, СПК Север",Кафе,"Итальянская кухня, Русская кухня, Европейская кухня, ",Средний чек 700 ₽,"улица Свердлова, 31","['11:00-01:00', '11:00-01:00', '11:00-01:00', '11:00-01:00', '11:00-03:00', '12:00-03:00', '12:00-21:00']",8 (800) 700-00-25,https://spkcafe.ru/places/sever/,https://i2.photo.2gis.com/main/branch/58/70000001035007530/common,70000001035007530,58.638304,49.623929
"SOLO 2.0, караоке-клуб",Караоке-залы,"Итальянская кухня, Русская кухня, Европейская кухня, Американская кухня, ",Средний чек 800 ₽,"улица Свободы, 135","['19:00-07:00', '19:00-07:00', '19:00-07:00', '19:00-07:00', '19:00-07:00', '19:00-07:00', '19:00-07:00']",+7 (8332) 20-55-85,,https://i7.photo.2gis.com/main/branch/58/70000001055201205/common,70000001055201205,58.588215,49.67749
"Арбат, гастрономический ресторан",Рестораны,,Средний чек 1500 ₽,"Московская улица, 52/1","['11:00-22:00', '11:00-22:00', '11:00-22:00', '11:00-22:00', '11:00-02:00', '12:00-02:00', '12:00-22:00']",+7 (8332) 20-63-07,http://bladbaher.ru/,https://i7.photo.2gis.com/main/branch/58/70000001036320453/common,70000001036320453,58.603283,49.660685
"Brugge tap room, бельгийский гастро-паб",Бары,"Европейская кухня, ",Средний чек 1000 ₽,"Московская улица, 21","['12:00-24:00', '12:00-24:00', '12:00-24:00', '12:00-24:00', '12:00-02:00', '12:00-02:00', '12:00-24:00']",+7 (8332) 74-53-00,,https://i5.photo.2gis.com/main/branch/58/70000001026555254/common,70000001026555254,58.603828,49.676537
"Шафран, кафе-бар",Кафе,"Европейская кухня, ",Средний чек 700 ₽,"улица Ленина, 170Б","['12:00-23:00', '12:00-23:00', '12:00-23:00', '12:00-23:00', '12:00-01:00', '12:00-01:00', '12:00-01:00']",+7 (8332) 44-80-68,,https://i0.photo.2gis.com/main/branch/58/70000001045046402/common,70000001045046402,58.575611,49.685355
"Омар Хайям 2.0, лаундж-бар",Бары,,,"Московская улица, 4","['12:00-06:00', '12:00-06:00', '12:00-06:00', '12:00-06:00', '12:00-06:00', '12:00-06:00', '12:00-06:00']",,,https://i8.photo.2gis.com/main/geo/58/8163409979773709/view,70000001021769361,58.603247,49.682747
"220V, бар",Бары,,,"Профсоюзная улица, 44","['20:00-06:00', '20:00-06:00', '20:00-06:00', '20:00-06:00', '20:00-08:00', '20:00-08:00', '20:00-06:00']",+7 (8332) 75-23-86,,https://i9.photo.2gis.com/main/branch/58/70000001023099070/common,70000001023099070,58.614604,49.674012
"Blad Baher, пивной бар",Бары,"Итальянская кухня, Европейская кухня, Американская кухня, ",Средний чек 700 ₽,"улица Чапаева, 48а","['14:00-02:00', '14:00-02:00', '14:00-02:00', '14:00-02:00', '14:00-05:00', '14:00-05:00', '14:00-02:00']",+7 (8332) 20-63-05,http://bladbaher.ru/,https://i5.photo.2gis.com/main/branch/58/70000001032629231/common,70000001032629231,58.580599,49.64843
"13 Rules, бар",Бары,,,"Московская улица, 33а","['15:00-24:00', '15:00-24:00', '15:00-24:00', '15:00-24:00', '15:00-03:00', '13:00-03:00', '13:00-24:00']",+7 (909) 133-80-13,https://center.beer/bars/13rules_kirov/,https://i4.photo.2gis.com/main/branch/58/70000001032253048/common,70000001032253048,58.603829,49.671125
"Шашлыки, рюмочная",Бары,,Средний чек 500 ₽,"улица Дерендяева, 33","['16:00-24:00', '16:00-24:00', '16:00-24:00', '16:00-24:00', '16:00-03:00', '16:00-03:00', '16:00-24:00']",+7 (922) 996-72-02,,https://i9.photo.2gis.com/main/branch/58/70000001059122445/common,70000001059122445,58.603155,49.661513
"Blad Baher, пивной бар",Бары,"Европейская кухня, ",Средний чек 700 ₽,"Московская улица, 4","['10:00-23:00', '10:00-23:00', '10:00-23:00', '10:00-23:00', '10:00-05:00', '10:00-05:00', '10:00-23:00']",+7 (8332) 21-57-07,,https://i1.photo.2gis.com/main/branch/58/8163302605586539/common,8163302605586539,58.603422,49.683853
"Вятич Спорт, бар",Бары,"Кавказская кухня, Русская кухня, Европейская кухня, ",Средний чек 250 ₽,"улица Воровского, 117","['10:00-24:00', '10:00-24:00', '10:00-24:00', '10:00-24:00', '10:00-24:00', '10:00-24:00', '10:00-24:00']",+7 (8332) 43-02-58,http://vyatichbar.ru/,https://i4.photo.2gis.com/main/branch/58/70000001021801153/common,70000001021801153,58.597401,49.614273
"16, бильярдный клуб",Бильярдные залы,"Европейская кухня, ",Средний чек 500 ₽,"улица Ленина, 198 к1","['12:00-02:00', '12:00-02:00', '12:00-02:00', '12:00-02:00', '12:00-04:00', '12:00-04:00', '12:00-02:00']",+7 (8332) 73-01-55,,https://i9.photo.2gis.com/main/branch/58/70000001019679196/common,70000001019679196,58.565994,49.686612
"Провино, бар",Бары,,,"улица Ленина, 86","['10:00-23:00', '10:00-23:00', '10:00-23:00', '10:00-23:00', '10:00-24:00', '10:00-24:00', '10:00-23:00']",+7 (8332) 22-26-02,http://provinoshop.ru/,https://i7.photo.2gis.com/main/branch/58/70000001055135351/common,70000001055135351,58.601364,49.681453
"Вятич Спорт, бар",Бары,"Русская кухня, ",Средний чек 200 ₽,"улица Труда, 74","['10:00-24:00', '10:00-24:00', '10:00-24:00', '10:00-24:00', '10:00-24:00', '10:00-24:00', '10:00-24:00']",+7 (8332) 44-09-51,http://vyatichbar.ru/,https://i1.photo.2gis.com/main/branch/58/70000001007531275/common,70000001007531275,58.608017,49.658813
"Lounge Dada, бар",Кафе,,Средний чек 1000 ₽,"Спасская улица, 67д","['13:00-01:00', '13:00-01:00', '13:00-01:00', '13:00-01:00', '13:00-03:00', '13:00-03:00', '13:00-01:00']",+7 (922) 668-75-60,,https://i3.photo.2gis.com/main/branch/58/70000001022997917/common,70000001022997917,58.602143,49.660144
"SOLO Первый, караоке-клуб",Караоке-залы,"Японская кухня, Кавказская кухня, Русская кухня, Европейская кухня, ",Средний чек 500 ₽,"Комсомольская улица, 40","['19:00-07:00', '19:00-07:00', '19:00-07:00', '19:00-07:00', '19:00-07:00', '19:00-07:00', '19:00-07:00']",+7 (8332) 21-02-85,,https://i5.photo.2gis.com/main/branch/58/8163303606068501/common,8163303606068501,58.580399,49.657807
"ABC, коктейльный бар",Бары,"Европейская кухня, ",Средний чек 300 ₽,"Пятницкая улица, 56","['11:00-16:00', '11:00-16:00', '11:00-16:00', '11:00-16:00', '11:00-16:00', '19:00-04:00', '19:00-02:00']",+7 (901) 479-61-96,,https://i0.photo.2gis.com/main/branch/58/70000001053194759/common,70000001053194759,58.606556,49.666137
"Rubinstein, паб",Бары,,,"Московская улица, 4","['17:00-03:00', '17:00-03:00', '17:00-03:00', '17:00-03:00', '15:00-03:00', '15:00-03:00', '15:00-03:00']",+7 (8332) 43-44-40,,https://i5.photo.2gis.com/main/branch/58/70000001030631951/common,70000001030631951,58.603745,49.683431
Тот самый бар,Бары,,,"Профсоюзная улица, 44а","['11:00-23:00', '11:00-24:00', '11:00-24:00', '11:00-24:00', '11:00-02:00', '11:00-02:00', '11:00-24:00']",+7 (8332) 44-75-52,,https://i4.photo.2gis.com/main/branch/58/70000001048107322/common,70000001048107322,58.615029,49.673881
